baryon_density,pressurec2,energy_densityc2
7.47985542e14,1.8942833543465266e14,8.4030755533e14
7.49303416e14,1.904328295359014e14,8.4212270047e14
7.5062129e14,1.9143999753449153e14,8.4393962831e14
7.51938998e14,1.9244983943042303e14,8.4575816058e14
7.53256872e14,1.9346217696387316e14,8.4757865382e14
7.5457458e14,1.9447736665448747e14,8.4940075149e14
7.55892454e14,1.9549505198262038e14,8.5122481013e14
7.57210328e14,1.9651558946791747e14,8.530504732e14
7.58528036e14,1.9753862259073316e14,8.5487809724e14
7.5984591e14,1.9856432961089025e14,8.5670732571e14
7.61163784e14,1.9959253226856597e14,8.5853833688e14
7.62481492e14,2.006235870834058e14,8.6037130902e14
7.63799366e14,2.016571375357643e14,8.6220588559e14
7.65117074e14,2.0269336188546422e14,8.6404242313e14
7.66434948e14,2.037322601325055e14,8.658805651e14
7.67752822e14,2.0477383227688816e14,8.6772066804e14
7.6907053e14,2.0581790005878947e14,8.6956237541e14
7.70388404e14,2.0686464173803216e14,8.7140604375e14
7.71706278e14,2.0791405731461622e14,8.7325131652e14
7.73023986e14,2.0896596852871894e14,8.7509855026e14
7.7434186e14,2.1002055364016303e14,8.769475667e14
7.75659568e14,2.1107781264894853e14,8.7879836584e14
7.76977442e14,2.121377455550754e14,8.8065094768e14
7.78295316e14,2.132001740987209e14,8.8250531222e14
7.79613024e14,2.142652765397078e14,8.8436145946e14
7.80930898e14,2.1533287461821334e14,8.862193894e14
7.82248772e14,2.1640314659406025e14,8.8807928031e14
7.8356648e14,2.1747609246724856e14,8.8994077565e14
7.84884354e14,2.185515339779555e14,8.9180423196e14
7.86202062e14,2.196296493860038e14,8.936692927e14
7.87519936e14,2.2071026043157078e14,8.9553631441e14
7.8883781e14,2.2179354537447912e14,8.9740511882e14
7.90155518e14,2.2287950421472884e14,8.992758842e14
7.91473392e14,2.2396795869249722e14,9.0114825401e14
7.92791266e14,2.25059087067607e14,9.0302258479e14
7.94108974e14,2.2615271108023538e14,9.0489869827e14
7.95426848e14,2.272488307303824e14,9.0677659445e14
7.96744556e14,2.2834762427787078e14,9.0865627333e14
7.9806243e14,2.2944909172270062e14,9.1053773491e14
7.99380304e14,2.30553054805049e14,9.1242115746e14
8.00698012e14,2.3165951352491606e14,9.1430636271e14
8.02015886e14,2.3276864614212456e14,9.1619335066e14
8.0333376e14,2.3388045265667438e14,9.180821213100001e14
8.04651468e14,2.3499457654892006e14,9.1997267466e14
8.05969342e14,2.3611137433850716e14,9.2186518898e14
8.0728705e14,2.372308460254357e14,9.237594859999999e14
8.08604924e14,2.383528133498828e14,9.2565556572e14
8.09922798e14,2.3947727631184853e14,9.2755360641e14
8.11240506e14,2.4060441317115566e14,9.294534298e14
8.1255838e14,2.4173404566798144e14,9.3135503589e14
8.13876254e14,2.428661738023258e14,9.332584246800001e14
8.15193962e14,2.4400097583401162e14,9.351637744399999e14
8.16511836e14,2.4513827350321606e14,9.370709069000001e14
8.17829544e14,2.462780668099391e14,9.3897982206e14
8.19147418e14,2.4742053401400353e14,9.408906981900001e14
8.20465292e14,2.485654968555866e14,9.428033570200001e14
8.21783e14,2.497129553346883e14,9.4471779855e14
8.23100874e14,2.5086290945130866e14,9.466342010499999e14
8.24418748e14,2.5201553746527038e14,9.4855238625e14
8.25736456e14,2.5317066111675072e14,9.5047235415e14
8.2705433e14,2.543282804057497e14,9.523942830200001e14
8.28372038e14,2.554883953322673e14,9.543179945899999e14
8.29689912e14,2.5665100589630353e14,9.5624348886e14
8.31007786e14,2.578162903576812e14,9.581709440999999e14
8.323254940000001e14,2.5898407045657747e14,9.6010018204e14
8.336433680000001e14,2.6015434619299234e14,9.6203138095e14
8.349612419999999e14,2.6132711756692584e14,9.6396436256e14
8.3627895e14,2.62502384578378e14,9.658991268699999e14
8.37596824e14,2.6368032548717153e14,9.6783585215e14
8.38914532e14,2.6486058377366097e14,9.6977436013e14
8.40232406e14,2.6604351595749178e14,9.7171465081e14
8.4155028e14,2.672289437788412e14,9.7365690246e14
8.42867988e14,2.6841686723770928e14,9.7560093681e14
8.44185862e14,2.6960728633409597e14,9.7754693213e14
8.45503736e14,2.7080020106800128e14,9.794947101499999e14
8.468214439999999e14,2.7199561143942525e14,9.814444491399999e14
8.48139318e14,2.731935174483678e14,9.833959708299999e14
8.494570260000001e14,2.7439391909482906e14,9.8534945349e14
8.507749000000001e14,2.755968163788089e14,9.8730471885e14
8.520927739999999e14,2.7680220930030738e14,9.892617669100001e14
8.53410482e14,2.7801009785932447e14,9.9122077594e14
8.54728356e14,2.7922048205586022e14,9.9318174594e14
8.560462300000001e14,2.8043336188991462e14,9.9514449864e14
8.57363938e14,2.8164873736148756e14,9.9710903404e14
8.58681812e14,2.828666084705792e14,9.990755304100001e14
8.5999952e14,2.840869752171895e14,1.0010438094800001e15
8.61317394e14,2.853098376013184e14,1.00301404952e15
8.62635268e14,2.865351956229659e14,1.0049862505300001e15
8.639529759999999e14,2.8776304928213206e14,1.00696005597e15
8.6527085e14,2.889933985788168e14,1.0089360006500001e15
8.66588724e14,2.9022606525319744e14,1.01091372803e15
8.679064320000001e14,2.9146122756509675e14,1.01289323811e15
8.692243059999999e14,2.9269906377433744e14,1.01487470916e15
8.70542014e14,2.9393921736127394e14,1.01685814118e15
8.718598880000001e14,2.951818665857291e14,1.0188433559000001e15
8.731777620000001e14,2.9642701144770294e14,1.0208303533200001e15
8.7449547e14,2.976744736873726e14,1.02281948998e15
8.75813344e14,2.989246098243837e14,1.02481023107e15
8.77131218e14,3.001770633390906e14,1.0268031114e15
8.78448926e14,3.014320124913162e14,1.02879777443e15
8.797668e14,3.026894572810604e14,1.0307942201600001e15
8.810845079999999e14,3.039493977083232e14,1.03279262686e15
8.82402382e14,3.052116555132819e14,1.03479299453e15
8.83720256e14,3.064764089557592e14,1.0367951449e15
8.850379639999999e14,3.077436580357552e14,1.03879907797e15
8.863558379999999e14,3.0901340275326975e14,1.04080515028e15
8.87673712e14,3.1028546484848025e14,1.0428130052900001e15
8.889914200000001e14,3.115600225812094e14,1.044822643e15
8.903092940000001e14,3.1283707595145706e14,1.0468344199499999e15
8.91627002e14,3.141166249592234e14,1.04884780133e15
8.92944876e14,3.153984913446856e14,1.0508633219500001e15
8.942627500000001e14,3.166828533676665e14,1.05288062527e15
8.95580458e14,3.179695327683432e14,1.05489971129e15
8.96898332e14,3.1925870780653856e14,1.0569209365499999e15
8.98216206e14,3.2055037848225256e14,1.05894394451e15
8.99533914e14,3.218445447954852e14,1.06096873517e15
9.00851788e14,3.231410284864136e14,1.0629954868e15
9.02169662e14,3.24439829555038e14,1.0650241994e15
9.034873699999999e14,3.2574130452100375e14,1.06705487297e15
9.04805244e14,3.270450968646654e14,1.06908732924e15
9.061229520000001e14,3.283512065860229e14,1.07112174648e15
9.074408259999999e14,3.29659811944899e14,1.07315794642e15
9.087586999999999e14,3.3097091294129375e14,1.0751961073299999e15
9.10076408e14,3.322843313153844e14,1.07723622921e15
9.113942820000001e14,3.3360024532699356e14,1.0792783120600001e15
9.127121560000001e14,3.3491847671629875e14,1.08132217761e15
9.14029864e14,3.362392037431225e14,1.08336800413e15
9.15347738e14,3.3756224814764206e14,1.08541579162e15
9.16665446e14,3.388877881896804e14,1.08746536181e15
9.1798332e14,3.402156456094145e14,1.08951689297e15
9.19301194e14,3.4154599866666725e14,1.09157020683e15
9.20618902e14,3.428786691016159e14,1.09362565993e15
9.21936776e14,3.442138351740831e14,1.09568289573e15
9.2325465e14,3.4555131862424625e14,1.0977420925e15
9.245723579999999e14,3.46891297711928e14,1.09980307197e15
9.258902319999999e14,3.482335941773056e14,1.10186619068e15
9.2720794e14,3.495783862802019e14,1.10393109209e15
9.285258140000001e14,3.50925495760794e14,1.1059977761999999e15
9.298436879999999e14,3.52274922619082e14,1.10806659955e15
9.31161396e14,3.536268451148886e14,1.1101372055999999e15
9.3247927e14,3.549810849883912e14,1.1122097726199999e15
9.337971440000001e14,3.563378204994123e14,1.11428430061e15
9.35114852e14,3.576968733881293e14,1.1163606113000001e15
9.36432726e14,3.590582436545422e14,1.1184388829600001e15
9.37750434e14,3.604221095584737e14,1.12051911559e15
9.39068308e14,3.6178829284010106e14,1.12260130919e15
9.40386182e14,3.631567934994243e14,1.12468528549e15
9.417038899999999e14,3.645277897962662e14,1.12677140103e15
9.43021764e14,3.6590110347080394e14,1.12885929927e15
9.44339638e14,3.6727673452303756e14,1.13094898021e15
9.456573460000001e14,3.686548612127898e14,1.13304080039e15
9.469752199999999e14,3.7003530528023794e14,1.13513440327e15
9.48292928e14,3.7141806672538194e14,1.13722996712e15
9.49610802e14,3.7280332380804456e14,1.13932749194e15
9.509286760000001e14,3.7419089826840306e14,1.14142697773e15
9.52246384e14,3.7558079010645744e14,1.14352824622e15
9.53564258e14,3.769729993222076e14,1.14563165395e15
9.54882132e14,3.7836770417547656e14,1.14773684438e15
9.5619984e14,3.797645481466185e14,1.14984399578e15
9.57517714e14,3.811638877552791e14,1.15195310815e15
9.588354219999999e14,3.825657230014584e14,1.15406400322e15
9.60153296e14,3.839696973655107e14,1.15617685926e15
9.6147117e14,3.8537616736708175e14,1.15829185454e15
9.627888780000001e14,3.8678495474634856e14,1.16040863252e15
9.641067519999999e14,3.881960595033113e14,1.1625271932e15
9.654246259999999e14,3.896094816379699e14,1.16464789312e15
9.66742334e14,3.910252211503243e14,1.16677055401e15
9.680602080000001e14,3.9244345630019744e14,1.1688949976e15
9.69377916e14,3.938640088277664e14,1.17102140216e15
9.7069579e14,3.9528687873303125e14,1.17314976769e15
9.72013664e14,3.9671206601599194e14,1.17528009419e15
9.73331372e14,3.9813957067664856e14,1.17741238166e15
9.74649246e14,3.99569392715001e14,1.17954645183e15
9.7596712e14,4.010015321310493e14,1.18168266124e15
9.77284828e14,4.0243616718461625e14,1.18382065335e15
9.78602702e14,4.038729413560563e14,1.18596060643e15
9.799204100000001e14,4.0531221116501506e14,1.18810252048e15
9.812382839999999e14,4.0675379835166956e14,1.1902463955e15
9.82556158e14,4.0819752465619725e14,1.19239205322e15
9.83873866e14,4.096437465982436e14,1.19453985018e15
9.851917400000001e14,4.110922859179858e14,1.19668960811e15
9.865096139999999e14,4.125431426154238e14,1.19884114874e15
9.87827322e14,4.1399631669055775e14,1.20099465034e15
9.89145196e14,4.154518081433875e14,1.20315011291e15
9.90462904e14,4.169096169739132e14,1.20530753645e15
9.91780778e14,4.1836974318213475e14,1.20746692096e15
9.93098652e14,4.198321867680521e14,1.20962826644e15
9.9441636e14,4.212969477316654e14,1.21179157289e15
9.95734234e14,4.2276402607297456e14,1.21395666204e15
9.97052108e14,4.2423342179197956e14,1.21612389043e15
9.983698159999999e14,4.257051348886805e14,1.21829290152e15
9.9968769e14,4.2717916536307725e14,1.22046387358e15
1.001005398e15,4.286555132151699e14,1.22263680661e15
1.0023232720000001e15,4.301341784449584e14,1.22481187888e15
1.0036411459999999e15,4.3161516105244275e14,1.22698873385e15
1.004958854e15,4.33098461037623e14,1.22916737152e15
1.006276728e15,4.345840784004991e14,1.23134814843e15
1.0075946020000001e15,4.360718348812484e14,1.23353088631e15
1.00891231e15,4.375620869995162e14,1.23571558516e15
1.010230184e15,4.390544782356572e14,1.23790206671e15
1.011547892e15,4.4054918684949406e14,1.2400906875e15
1.012865766e15,4.420463911008495e14,1.24228109099e15
1.01418364e15,4.4354573447007806e14,1.24447363372e15
1.0155013479999999e15,4.4504739521700256e14,1.24666795915e15
1.016819222e15,4.465513733416229e14,1.24886442382e15
1.018137096e15,4.480574905841163e14,1.25106267119e15
1.0194548040000001e15,4.495661034641284e14,1.25326287953e15
1.0207726779999999e15,4.5107685546201356e14,1.25546504884e15
1.022090386e15,4.525901030974174e14,1.25766917912e15
1.02340826e15,4.5410548985069425e14,1.25987527037e15
1.0247261340000001e15,4.5562319398166706e14,1.26208332259e15
1.026043842e15,4.5714303723051306e14,1.26429333578e15
1.027361716e15,4.5866537611687756e14,1.26650530994e15
1.02867959e15,4.601898541211151e14,1.26871924507e15
1.029997298e15,4.6171664950304875e14,1.27093514117e15
1.031315172e15,4.632457622626781e14,1.27315299824e15
1.0326328799999999e15,4.647771924000034e14,1.27537263801e15
1.033950754e15,4.6631076165520175e14,1.27759441702e15
1.035268628e15,4.6784682654791875e14,1.279818157e15
1.0365863360000001e15,4.693850305585088e14,1.28204385795e15
1.0379042099999999e15,4.7092537368697206e14,1.2842713416e15
1.039222084e15,4.724682124529539e14,1.28650096449e15
1.040539792e15,4.7401319033680894e14,1.28873237008e15
1.0418576660000001e15,4.7556048559835975e14,1.29096591491e15
1.043175374e15,4.771100982376065e14,1.29320142071e15
1.044493248e15,4.786618499947263e14,1.29543870921e15
1.045811122e15,4.8021609738936475e14,1.29767813695e15
1.04712883e15,4.817723056420535e14,1.29991934739e15
1.048446704e15,4.83331009532261e14,1.30216269707e15
1.049764578e15,4.848918525403415e14,1.30440800772e15
1.051082286e15,4.86455012926118e14,1.30665510107e15
1.05240016e15,4.8802049068959025e14,1.30890433366e15
1.0537178680000001e15,4.895881075709356e14,1.31115534895e15
1.0550357419999999e15,4.911580418299769e14,1.31340850348e15
1.056353616e15,4.92730293466714e14,1.31566361898e15
1.057671324e15,4.943046842213244e14,1.31792051718e15
1.0589891980000001e15,4.958813923536304e14,1.32017955462e15
1.0603070719999999e15,4.974602396038097e14,1.32244037476e15
1.06162478e15,4.990414042316848e14,1.32470333414e15
1.062942654e15,5.006248862372557e14,1.32696825449e15
1.064260362e15,5.022106856205226e14,1.32923495754e15
1.065578236e15,5.037986241216626e14,1.33150379983e15
1.06689611e15,5.053887017406757e14,1.33377460309e15
1.068213818e15,5.069812749972074e14,1.33604736732e15
1.069531692e15,5.085758091117894e14,1.33832191425e15
1.070849566e15,5.1017283886389006e14,1.34059860042e15
1.0721672739999999e15,5.117720077338639e14,1.34287724756e15
1.073485148e15,5.133733157217108e14,1.34515785567e15
1.074802856e15,5.149769410872536e14,1.34744042475e15
1.0761207300000001e15,5.1658288383049225e14,1.3497249548e15
1.0774386039999999e15,5.1819096569160406e14,1.35201144582e15
1.078756312e15,5.198013649304117e14,1.35429989781e15
1.080074186e15,5.214140815469151e14,1.35659031077e15
1.0813920600000001e15,5.23028759021469e14,1.3588826847e15
1.082709768e15,5.246459321335415e14,1.3611770196e15
1.084027642e15,5.262652443634871e14,1.36347349374e15
1.08534535e15,5.278866957113059e14,1.36577175058e15
1.086663224e15,5.295104644368204e14,1.36807196839e15
1.087981098e15,5.311365505400308e14,1.37037432544e15
1.0892988059999999e15,5.3276477576111444e14,1.37267846519e15
1.09061668e15,5.343951401000711e14,1.37498456591e15
1.091934554e15,5.3602782181672375e14,1.37729280587e15
1.0932522620000001e15,5.376628209110721e14,1.3796030068e15
1.0945701359999999e15,5.392999591232937e14,1.38191499043e15
1.095887844e15,5.4093923645338825e14,1.3842291133e15
1.097205718e15,5.425808311611788e14,1.38654519714e15
1.0985235920000001e15,5.4422456498684244e14,1.38886324195e15
1.0998413e15,5.4587061619020194e14,1.39118324773e15
1.101159174e15,5.4751880651143456e14,1.39350521448e15
1.102477048e15,5.4916931421036306e14,1.3958291422e15
1.103794756e15,5.508219610271646e14,1.39815503089e15
1.10511263e15,5.524767469618393e14,1.40048288055e15
1.1064303379999999e15,5.541338502742099e14,1.40281286945e15
1.107748212e15,5.557932709642763e14,1.40514464105e15
1.109066086e15,5.574546525123932e14,1.40747837362e15
1.1103837940000001e15,5.591185296980286e14,1.40981424543e15
1.1117016679999999e15,5.607843677417143e14,1.41215207821e15
1.113019542e15,5.62452523163096e14,1.41449169369e15
1.11433725e15,5.641228177023508e14,1.41683344841e15
1.1156551240000001e15,5.657954296193014e14,1.4191771641e15
1.1169729979999999e15,5.674701806541251e14,1.42152284076e15
1.118290706e15,5.691472490666449e14,1.42387047839e15
1.11960858e15,5.708264565970376e14,1.42622007699e15
1.120926288e15,5.725078032453034e14,1.42857181483e15
1.122244162e15,5.741912890114422e14,1.43092533537e15
1.123562036e15,5.758770921552771e14,1.43328081688e15
1.124879744e15,5.775652126768079e14,1.43563843763e15
1.126197618e15,5.792552940563889e14,1.43799801935e15
1.127515492e15,5.809476928136659e14,1.44035938377e15
1.1288332e15,5.826422306888159e14,1.44272288743e15
1.130151074e15,5.843390859416618e14,1.44508835206e15
1.131468782e15,5.860380803123808e14,1.44745577766e15
1.132786656e15,5.877392138009729e14,1.4498253425e15
1.13410453e15,5.894426646672609e14,1.45219669004e15
1.135422238e15,5.91148254651422e14,1.45456999855e15
1.136740112e15,5.928559837534562e14,1.4569454463e15
1.138057986e15,5.945658519733636e14,1.45932285502e15
1.139375694e15,5.962780375709668e14,1.46170204644e15
1.140693568e15,5.979923622864431e14,1.4640833771e15
1.142011276e15,5.997088261197925e14,1.46646666873e15
1.14332915e15,6.014276073308378e14,1.46885192133e15
1.144647024e15,6.031483493999335e14,1.4712391349e15
1.145964732e15,6.04871408846725e14,1.47362848771e15
1.147282606e15,6.065967856712124e14,1.47601962322e15
1.14860048e15,6.083241233537501e14,1.47841289797e15
1.149918188e15,6.100537784139838e14,1.48080813369e15
1.151236062e15,6.117855725920905e14,1.48320515211e15
1.15255377e15,6.135195058880702e14,1.48560430977e15
1.153871644e15,6.152557565617461e14,1.48800560667e15
1.155189518e15,6.169941463532949e14,1.49040868627e15
1.156507226e15,6.187346752627169e14,1.49281372684e15
1.1578251e15,6.204773432900119e14,1.49522090665e15
1.159142974e15,6.2222215043518e14,1.49762986916e15
1.160460682e15,6.23969274958044e14,1.50004097091e15
1.161778556e15,6.257183603389584e14,1.50245403363e15
1.163096264e15,6.274697630975686e14,1.50486905732e15
1.164414138e15,6.292234832338749e14,1.50728604198e15
1.165732012e15,6.309791642282312e14,1.50970516588e15
1.16704972e15,6.327369843404609e14,1.51212607248e15
1.168367594e15,6.344971218303864e14,1.51454911832e15
1.169685468e15,6.362593984381849e14,1.51697394686e15
1.171003176e15,6.380238141638565e14,1.51940091464e15
1.17232105e15,6.397903690074014e14,1.52182984339e15
1.173638758e15,6.415592412286421e14,1.52426073311e15
1.174956632e15,6.433300743079331e14,1.52669376207e15
1.176274506e15,6.4510322476492e14,1.52912857373e15
1.177592214e15,6.468783360799572e14,1.53156552463e15
1.178910088e15,6.486557647726904e14,1.5340044365e15
1.180227962e15,6.504353325832965e14,1.53644530934e15
1.18154567e15,6.522172177715988e14,1.53888814315e15
1.182863544e15,6.540010638179511e14,1.54133293793e15
1.184181252e15,6.557870489821766e14,1.54377969368e15
1.185499126e15,6.575753515240981e14,1.54622858867e15
1.186817e15,6.593656149240699e14,1.54867944463e15
1.188134708e15,6.611581957017375e14,1.55113208329e15
1.189452582e15,6.629529155972782e14,1.55358703946e15
1.190770456e15,6.647497746106921e14,1.55604377833e15
1.192088164e15,6.665487727419791e14,1.55850247817e15
1.193406038e15,6.683499099911392e14,1.56096331725e15
1.194723746e15,6.701531863581725e14,1.56342593903e15
1.19604162e15,6.719587801029016e14,1.56589070005e15
1.197359494e15,6.73766334705681e14,1.56835742204e15
1.198677202e15,6.755760284263335e14,1.570826105e15
1.199995076e15,6.77388039524682e14,1.5732969272e15
1.20131295e15,6.792020114810808e14,1.5757695321e15
1.202630658e15,6.810183008151754e14,1.57824427624e15
1.203948532e15,6.828367292671431e14,1.58072098135e15
1.20526624e15,6.846571185771612e14,1.58319964743e15
1.206584114e15,6.864798252648752e14,1.58568027448e15
1.207901988e15,6.883046710704622e14,1.5881628625e15
1.209219696e15,6.901316559939225e14,1.59064758976e15
1.21053757e15,6.919606017754331e14,1.59313427799e15
1.211855444e15,6.937918649346395e14,1.59562292719e15
1.213173152e15,6.956252672117191e14,1.59811353736e15
1.214491026e15,6.974608086066718e14,1.6006061085e15
1.215808734e15,6.992984891194975e14,1.60310064061e15
1.217126608e15,7.011383087501964e14,1.60559731196e15
1.218444482e15,7.029802674987684e14,1.60809594428e15
1.21976219e15,7.048243653652134e14,1.61059653757e15
1.221080064e15,7.066706023495316e14,1.61309909183e15
1.222397938e15,7.08518978451723e14,1.61560360706e15
1.223715646e15,7.103693154119646e14,1.61811026153e15
1.22503352e15,7.122219697499021e14,1.62061887697e15
1.226351228e15,7.140767632057128e14,1.62312927511e15
1.227669102e15,7.159336957793965e14,1.62564199076e15
1.228986976e15,7.177927674709535e14,1.62815648911e15
1.230304684e15,7.196538000205608e14,1.63067294843e15
1.231622558e15,7.215171499478638e14,1.63319154699e15
1.232940432e15,7.2338263899304e14,1.63571210652e15
1.23425814e15,7.252500888962666e14,1.63823462702e15
1.235576014e15,7.271198561771891e14,1.64075910849e15
1.236893722e15,7.289917625759846e14,1.6432857292e15
1.238211596e15,7.308656298328305e14,1.64581413261e15
1.23952947e15,7.327416362075495e14,1.64834467526e15
1.240847178e15,7.346199599599644e14,1.65087717888e15
1.242165052e15,7.365002445704296e14,1.65341164347e15
1.243482926e15,7.38382668298768e14,1.6559482473e15
1.244800634e15,7.402672311449794e14,1.65848663383e15
1.246118508e15,7.42153933109064e14,1.6610271596e15
1.247436216e15,7.440427741910216e14,1.66356964634e15
1.24875409e15,7.459337543908525e14,1.66611409405e15
1.250071964e15,7.478268737085564e14,1.668660681e15
1.251389672e15,7.497221321441334e14,1.67120905065e15
1.252707546e15,7.516193514377608e14,1.67375955954e15
1.25402542e15,7.53518888109084e14,1.6763120294e15
1.255343128e15,7.554203856384576e14,1.67886646023e15
1.256661002e15,7.573240222857044e14,1.6814230303e15
1.25797871e15,7.592297980508241e14,1.68398138307e15
1.259296584e15,7.611378911936399e14,1.68654187508e15
1.260614458e15,7.630477669346831e14,1.68910432806e15
1.261932166e15,7.649599600534222e14,1.69166874201e15
1.26325004e15,7.668742922900346e14,1.6942352952e15
1.264567914e15,7.687905853846971e14,1.69680380936e15
1.265885622e15,7.707091958570556e14,1.69937410622e15
1.267203496e15,7.726297671874645e14,1.70194672059e15
1.268521204e15,7.745524776357465e14,1.70452111766e15
1.269839078e15,7.764773272019015e14,1.7070974757e15
1.271156952e15,7.784043158859298e14,1.70967597298e15
1.27247466e15,7.803332654280082e14,1.71225643123e15
1.273792534e15,7.822645323477826e14,1.71483885045e15
1.275110408e15,7.841977601256074e14,1.71742323064e15
1.276428116e15,7.861331270213052e14,1.72000975007e15
1.27774599e15,7.880706330348762e14,1.72259823047e15
1.279063698e15,7.900102781663204e14,1.72518867184e15
1.280381572e15,7.919520624156375e14,1.72778107418e15
1.281699446e15,7.93895807523005e14,1.73037543749e15
1.283017154e15,7.958416917482458e14,1.73297194004e15
1.284335028e15,7.977897150913595e14,1.73557040356e15
1.285652902e15,7.997398775523464e14,1.73817082805e15
1.28697061e15,8.016921791312064e14,1.74077321351e15
1.288288484e15,8.036464415681168e14,1.74337773821e15
1.289606192e15,8.05603021382723e14,1.74598422388e15
1.290924066e15,8.075615620553795e14,1.74859267052e15
1.29224194e15,8.095220635860865e14,1.75120307813e15
1.293559648e15,8.114848824944894e14,1.75381544671e15
1.294877522e15,8.134498405207651e14,1.75642995453e15
1.296195396e15,8.154167594050915e14,1.75904642332e15
1.297513104e15,8.173858174072909e14,1.76166485308e15
1.298830978e15,8.193568362675406e14,1.76428524381e15
1.300148686e15,8.213301725054861e14,1.76690777378e15
1.30146656e15,8.233054696014821e14,1.76953208645e15
1.302784434e15,8.252829058153511e14,1.77215853836e15
1.304102142e15,8.272624811470934e14,1.77478712951e15
1.305420016e15,8.292441955967086e14,1.77741750336e15
1.30673789e15,8.312278709043744e14,1.78005001645e15
1.308055598e15,8.33213685329913e14,1.78268449051e15
1.309373472e15,8.352016388733249e14,1.785320569e15
1.31069118e15,8.371917315346099e14,1.787958965e15
1.312009054e15,8.391837850539452e14,1.7905991437e15
1.313326928e15,8.411779776911536e14,1.7932428878e15
1.314644636e15,8.431743094462351e14,1.7958866319e15
1.31596251e15,8.451726020593671e14,1.7985339414e15
1.317280384e15,8.471732120501949e14,1.8011812509e15
1.318598092e15,8.49175782899073e14,1.8038321258e15
1.319915966e15,8.511803146060014e14,1.8064847834e15
1.321233674e15,8.531871636906259e14,1.8091392237e15
1.322551548e15,8.551959736333005e14,1.8117954467e15
1.323869422e15,8.572069226938484e14,1.8144534524e15
1.32518713e15,8.592198326124465e14,1.8171150235e15
1.326505004e15,8.612350599087405e14,1.8197765946e15
1.327822878e15,8.632522480630849e14,1.8224417311e15
1.329140586e15,8.652713970754796e14,1.8251086503e15
1.33045846e15,8.672928634655702e14,1.8277773522e15
1.331776168e15,8.693162907137112e14,1.8304478368000002e15
1.333094042e15,8.713418570797252e14,1.8331201040999998e15
1.334411916e15,8.733693843037898e14,1.8357941540999998e15
1.335729624e15,8.753990506457272e14,1.8384699868000002e15
1.337047498e15,8.774308561055379e14,1.8411493849e15
1.338365372e15,8.794648006832218e14,1.843828783e15
1.33968308e15,8.815007061189559e14,1.8465117465000002e15
1.341000954e15,8.83538750672563e14,1.8491964927e15
1.342318828e15,8.855787560842206e14,1.8518830216e15
1.343636536e15,8.876209006137514e14,1.8545713332e15
1.34495441e15,8.896651842611551e14,1.8572614275e15
1.346272118e15,8.917116070264321e14,1.8599550872e15
1.347589992e15,8.937599906497592e14,1.8626487469e15
1.348907866e15,8.958105133909598e14,1.8653459719999998e15
1.350225574e15,8.978629969902105e14,1.8680449798e15
1.351543448e15,8.999176197073342e14,1.8707457702999998e15
1.352861322e15,9.019743815423312e14,1.8734483435e15
1.35417903e15,9.040332824952014e14,1.8761526994e15
1.355496904e15,9.060941443061218e14,1.878858838e15
1.356814612e15,9.081569669750925e14,1.8815667593e15
1.358132486e15,9.102221070217592e14,1.884278246e15
1.35945036e15,9.122892079264761e14,1.8869897327e15
1.360768068e15,9.143582696892435e14,1.8897047847999998e15
1.362085942e15,9.164296488297068e14,1.8924216196e15
1.363403816e15,9.185029888282204e14,1.8951402371000002e15
1.364721524e15,9.205782896847841e14,1.8978606373e15
1.366039398e15,9.226557296592214e14,1.9005828202e15
1.367357106e15,9.247353087515314e14,1.9033085685e15
1.36867498e15,9.26816848701892e14,1.9060343168e15
1.369992854e15,9.289005277701256e14,1.9087636304999998e15
1.371310562e15,9.309863459562322e14,1.9114947269000002e15
1.372628436e15,9.330741250003892e14,1.9142258233e15
1.37394631e15,9.351640431624195e14,1.9169604851000002e15
1.375264018e15,9.372559221825001e14,1.9196987123e15
1.376581892e15,9.393499403204538e14,1.9224369395e15
1.3778996e15,9.414460975762805e14,1.9251769494e15
1.379217474e15,9.435442156901576e14,1.9279205247e15
1.380535348e15,9.456444729219078e14,1.9306641e15
1.381853056e15,9.477466910117084e14,1.9334112407e15
1.38317093e15,9.498510482193821e14,1.9361601641000002e15
1.384488804e15,9.519573662851062e14,1.9389108702e15
1.385806512e15,9.540660017285261e14,1.9416633590000002e15
1.387124386e15,9.561764197701736e14,1.9444176304999998e15
1.388442094e15,9.582889769296941e14,1.9471754674e15
1.389759968e15,9.60403673207088e14,1.9499333043e15
1.391077842e15,9.625205086023549e14,1.9526947066e15
1.39239555e15,9.64639304855672e14,1.9554561088999998e15
1.393713424e15,9.667600619670395e14,1.9582210766000002e15
1.395031298e15,9.688829581962804e14,1.960987827e15
1.396349006e15,9.71007993543394e14,1.9637563601000002e15
1.39766688e15,9.731349897485581e14,1.9665284586e15
1.398984588e15,9.752641250715955e14,1.9693005571e15
1.400302462e15,9.773952212526829e14,1.972076221e15
1.401620336e15,9.795284565516438e14,1.9748518849e15
1.402938044e15,9.816636527086546e14,1.9776311142e15
1.404255918e15,9.83800987983539e14,1.9804121262e15
1.405573792e15,9.859404623762962e14,1.9831949209000002e15
1.4068915e15,9.880818976271038e14,1.9859794983e15
1.408209374e15,9.902252937359618e14,1.9887658584000002e15
1.409527082e15,9.92370828962693e14,1.9915557838999998e15
1.410844956e15,9.945185033072971e14,1.9943457094e15
