logpressurec2,pressurec2,energy_densityc2,baryon_density 
25.2504093592,92493976388.1,3.58805321666e+13,3.65072371249e+13 
25.3418235006,1.01347749121e+11,3.69646459802e+13,3.76073169184e+13 
25.433237642,1.11049028845e+11,3.81221201528e+13,3.87815437931e+13 
25.5246517835,1.21678941213e+11,3.9356728023e+13,4.0033688103e+13 
25.6160659249,1.33326377446e+11,4.06723607178e+13,4.13676320587e+13 
25.7074800663,1.4608873767e+11,4.20730221626e+13,4.27873639236e+13 
25.7988942077,1.60072745415e+11,4.35628227115e+13,4.42969707666e+13 
25.8903083491,1.75395340075e+11,4.51459713397e+13,4.59006297115e+13 
25.9817224905,1.92184654797e+11,4.68267663579e+13,4.76025976451e+13 
26.0731366319,2.10581087979e+11,4.86095846306e+13,4.94071993645e+13 
26.1645507734,2.30738477331e+11,5.04988693061e+13,5.13188141752e+13 
26.2559649148,2.52825386326e+11,5.24991160898e+13,5.33418609743e+13 
26.3473790562,2.77026513784e+11,5.4614858126e+13,5.54807818845e+13 
26.4387931976,3.03544238395e+11,5.68506495802e+13,5.7740024537e+13 
26.530207339,3.32600311084e+11,5.92110480453e+13,6.01240231312e+13 
26.6216214804,3.64437709369e+11,6.17005959305e+13,6.26371784317e+13 
26.7130356218,3.99322669234e+11,6.43238010178e+13,6.5283836894e+13 
26.8044497633,4.37546911489e+11,6.70851164044e+13,6.80682691428e+13 
26.8958639047,4.79430081244e+11,6.99889200761e+13,7.09946480487e+13 
26.9872780461,5.25322420901e+11,7.30394943797e+13,7.406702668e+13 
27.0786921875,5.75607699012e+11,7.62410056873e+13,7.7289316421e+13 
27.1701063289,6.30706419484e+11,7.95974845577e+13,8.06652655674e+13 
27.2615204703,6.91079337997e+11,8.3112806715e+13,8.41984387181e+13 
27.3529346117,7.57231315001e+11,8.67906751676e+13,8.78921972857e+13 
27.4443487532,8.29715537555e+11,9.06346037935e+13,9.17496814499e+13 
27.5357628946,9.09138145268e+11,9.46479027085e+13,9.57737938645e+13 
27.627177036,9.96163299072e+11,9.88336657249e+13,9.99671854181e+13 
27.7185911774,1.09151873517e+12,1.03194760187e+14,1.04332243325e+14 
27.8100053188,1.19600185064e+12,1.07733819445e+14,1.08871081798e+14 
27.9014194602,1.31048637155e+12,1.12453238214e+14,1.13585535518e+14 
27.9928336016,1.43592965939e+12,1.17355170994e+14,1.1847715609e+14 
28.0842477431,1.57338071686e+12,1.22441533756e+14,1.2354721162e+14 
28.1756618845,1.72398896005e+12,1.27714008981e+14,1.28796689516e+14 
28.2670760259,1.88901383024e+12,1.33174054168e+14,1.3422630257e+14 
28.3584901673,2.06983532582e+12,1.38822913852e+14,1.39836498338e+14 
28.4499043087,2.26796554235e+12,1.44661635133e+14,1.45627471773e+14 
28.5413184501,2.48506131726e+12,1.50691086704e+14,1.51599181059e+14 
28.6327325915,2.72293808491e+12,1.56911981313e+14,1.57751366524e+14 
28.724146733,2.98358505795e+12,1.63324901569e+14,1.64083572495e+14 
28.8155608744,3.26918186181e+12,1.69930328983e+14,1.70595171923e+14 
28.9069750158,3.58211676154e+12,1.7672867613e+14,1.77285393578e+14 
28.9983891572,3.92500663338e+12,1.8372032177e+14,1.84153351617e+14 
29.0898032986,4.300718848e+12,1.90905648809e+14,1.91198077282e+14 
29.18121744,4.71239524852e+12,1.98285084951e+14,1.98418552512e+14 
29.2726315814,5.16347842374e+12,2.0585914592e+14,2.05813745251e+14 
29.3640457229,5.65774049637e+12,2.1362848114e+14,2.13382646208e+14 
29.4554598643,6.19931466686e+12,2.21593921799e+14,2.21124306894e+14 
29.5468740057,6.79272977673e+12,2.29756531249e+14,2.29037878739e+14 
29.6382881471,7.44294818044e+12,2.3811765773e+14,2.37122653124e+14 
29.7297022885,8.15540724238e+12,2.46678989472e+14,2.45378102219e+14 
29.8211164299,8.93606480614e+12,2.5544261228e+14,2.53803920513e+14 
29.9125305713,9.79144901612e+12,2.64411069748e+14,2.6240006699e+14 
30.0039447128,1.07287129083e+13,2.73587426352e+14,2.7116680795e+14 
30.0953588542,1.17556942267e+13,2.82975333743e+14,2.80104760475e+14 
30.1867729956,1.28809809649e+13,2.92579100624e+14,2.89214936658e+14 
30.278187137,1.4113983183e+13,3.02403766725e+14,2.98498788699e+14 
30.3696012784,1.54650116968e+13,3.12455181479e+14,3.07958255061e+14 
30.4610154198,1.69453643017e+13,3.22740088121e+14,3.17595807934e+14 
30.5524295612,1.8567420248e+13,3.3326621407e+14,3.27414502293e+14 
30.6438437027,2.03447437618e+13,3.44042368596e+14,3.37418026931e+14 
30.7352578441,2.2292197473e+13,3.55078548941e+14,3.47610757877e+14 
30.8266719855,2.44260667026e+13,3.66386056257e+14,3.57997814722e+14 
30.9180861269,2.67641956467e+13,3.77977622919e+14,3.68585120426e+14 
31.0095002683,2.93261365956e+13,3.89867553042e+14,3.79379465263e+14 
31.1009144097,3.21333134378e+13,4.02071878285e+14,3.90388575686e+14 
31.1923285511,3.52092008139e+13,4.14608531372e+14,4.01621188968e+14 
31.2837426925,3.85795204205e+13,4.2749754012e+14,4.13087134607e+14 
31.375156834,4.22724561044e+13,4.4076124521e+14,4.24797423631e+14 
31.4665709754,4.63188895462e+13,4.54424545469e+14,4.36764347074e+14 
31.5579851168,5.07526585039e+13,4.68515175009e+14,4.49001585091e+14 
31.6493992582,5.56108397773e+13,4.83064017311e+14,4.61524328394e+14 
31.7408133996,6.09340592571e+13,4.98105462179e+14,4.74349413911e+14 
31.832227541,6.67668316541e+13,5.13677812498e+14,4.874954769e+14 
31.9236416824,7.31579327469e+13,5.29823748937e+14,5.00983122042e+14 
32.0150558239,8.01608072631e+13,5.4659086216e+14,5.14835116483e+14 
32.1064699653,8.7834015804e+13,5.64032263828e+14,5.29076608246e+14 
32.1978841067,9.62417245492e+13,5.82207289751e+14,5.43735374002e+14 
32.2892982481,1.05454241838e+14,6.01182311008e+14,5.58842100883e+14 
32.3807123895,1.15548606114e+14,6.21031671863e+14,5.74430707816e+14 
32.4721265309,1.26609230147e+14,6.41838776951e+14,5.90538712846e+14 
32.5635406723,1.38728606926e+14,6.6369735458e+14,6.07207654086e+14 
32.6549548138,1.52008083117e+14,6.86712928423e+14,6.24483573356e+14 
32.7463689552,1.66558706563e+14,7.11004536412e+14,6.42417573311e+14 
32.8377830966,1.82502154907e+14,7.36706743728e+14,6.61066460957e+14 
32.929197238,1.999717531e+14,7.63972006703e+14,6.80493493035e+14 
33.0206113794,2.19113588321e+14,7.92973456733e+14,7.00769241919e+14 
33.1120255208,2.40087731606e+14,8.23908188493e+14,7.2197260457e+14 
33.2034396622,2.6306957642e+14,8.57001155716e+14,7.4419198191e+14 
33.2948538037,2.88251305367e+14,8.92509801441e+14,7.67526662002e+14 
33.3862679451,3.15843497284e+14,9.30729579412e+14,7.92088447888e+14 
33.4776820865,3.46076888186e+14,9.7200056075e+14,8.18003580367e+14 
33.5690962279,3.79204300757e+14,1.01671536755e+15,8.45415017839e+14 
33.6605103693,4.15502758552e+14,1.06532873552e+15,8.74485150385e+14 
33.7519245107,4.55275802569e+14,1.1183690851e+15,9.05399044419e+14 
33.8433386521,4.98856029565e+14,1.17645258008e+15,9.38368338797e+14 
33.9347527936,5.46607873358e+14,1.24030028153e+15,9.73635944959e+14 
34.026166935,5.98930652351e+14,1.31075917219e+15,1.01148174475e+15 
34.1175810764,6.56261908784e+14,1.38882804605e+15,1.05222953324e+15 
34.2089952178,7.19081067615e+14,1.47568954672e+15,1.09625552435e+15 
34.3004093592,7.87913445656e+14,1.57275002181e+15,1.14399883059e+15 
